date,clock,stadium,class,attendance,Home Team,Goals Home,Away Team,Away Goals,home_possessions,away_possessions,home_shots,away_shots,home_on,away_on,home_off,away_off,home_blocked,away_blocked,home_pass,away_pass,home_chances,away_chances,home_corners,away_corners,home_offside,away_offside,home_tackles,away_tackles,home_duels,away_duels,home_saves,away_saves,home_fouls,away_fouls,home_yellow,away_yellow,home_red,away_red,links,match_name,home_name,away_name
19th December 2021,2:00 PM,"St James' Park, Newcastle",a,"52,127",4,0,1,4,28.1,71.9,5,18,1,7,4,8,0,3,81.1,91.1,0,5,3,6,4,2,53.8,47.6,60,40,3,1,9,6,1,2,0,0,https://www.skysports.com/football/newcastle-united-vs-manchester-city/stats/446462,newcastle-united-vs-manchester-city,newcastle-united,manchester-city
18th December 2021,5:30 PM,Elland Road,a,"36,166",19,1,2,4,50.9,49.1,9,21,2,12,6,3,1,6,77,77.8,1,5,1,4,0,1,28.6,53.8,35.3,64.7,8,1,11,7,3,1,0,0,https://www.skysports.com/football/leeds-united-vs-arsenal/stats/446460,leeds-united-vs-arsenal,leeds-united,arsenal
16th December 2021,8:00 PM,Anfield,h,"52,951",5,3,4,1,74.2,25.8,23,5,8,3,9,2,6,0,85.1,60.1,2,0,11,0,2,1,75,83.3,64,36,2,6,9,4,1,3,0,0,https://www.skysports.com/football/liverpool-vs-newcastle-united/stats/446456,liverpool-vs-newcastle-united,liverpool,newcastle-united
16th December 2021,7:45 PM,Stamford Bridge,d,"39,933",12,1,17,1,80.1,19.9,23,5,10,3,10,1,3,1,89.8,55.7,5,1,7,1,0,2,72.7,42.1,56.3,43.8,2,9,11,11,2,3,0,0,https://www.skysports.com/football/chelsea-vs-everton/stats/446455,chelsea-vs-everton,chelsea,everton
15th December 2021,8:00 PM,Emirates Stadium,h,"59,777",2,2,14,0,56.2,43.8,21,7,8,1,5,3,8,3,83.8,81.1,1,0,5,2,0,0,59.1,77.8,47.4,52.6,1,6,9,9,2,0,0,1,https://www.skysports.com/football/arsenal-vs-west-ham-united/stats/446448,arsenal-vs-west-ham-united,arsenal,west-ham-united
15th December 2021,7:30 PM,Selhurst Park,d,"22,861",11,2,20,2,59.7,40.3,9,15,6,4,2,7,1,4,74.3,64.5,2,0,4,6,1,3,50,83.3,52.2,47.8,2,4,16,20,2,4,0,0,https://www.skysports.com/football/crystal-palace-vs-southampton/stats/446452,crystal-palace-vs-southampton,crystal-palace,southampton
15th December 2021,7:30 PM,Amex Stadium,a,"30,362",6,0,13,1,59.3,40.7,12,8,2,5,7,2,3,1,84.2,77.5,2,2,7,4,1,1,50,52.9,45,55,4,2,11,15,2,0,0,0,https://www.skysports.com/football/brighton-and-hove-albion-vs-wolverhampton-wanderers/stats/446450,brighton-and-hove-albion-vs-wolverhampton-wanderers,brighton-and-hove-albion,wolverhampton-wanderers
14th December 2021,8:00 PM,Etihad Stadium,h,"52,401",1,7,19,0,64.2,35.8,31,6,15,3,9,2,7,1,91.6,80.8,3,0,6,2,1,0,41.7,53.3,66.7,33.3,3,8,5,9,1,1,0,0,https://www.skysports.com/football/manchester-city-vs-leeds-united/stats/446457,manchester-city-vs-leeds-united,manchester-city,leeds-united
14th December 2021,7:45 PM,Carrow Road,a,"26,836",22,0,7,2,50.2,49.8,7,17,3,6,1,3,3,8,82.7,83,0,1,7,10,0,0,60.9,47.1,53.8,46.2,4,3,12,9,3,1,0,0,https://www.skysports.com/football/norwich-city-vs-aston-villa/stats/446454,norwich-city-vs-aston-villa,norwich-city,aston-villa
12th December 2021,4:30 PM,Selhurst Park,h,"24,066",11,3,17,1,61.2,38.8,17,12,6,6,5,1,6,5,83.4,70.3,1,1,8,2,1,0,80,64,65.9,34.1,5,3,15,14,0,2,0,0,https://www.skysports.com/football/crystal-palace-vs-everton/stats/446443,crystal-palace-vs-everton,crystal-palace,everton
12th December 2021,2:00 PM,The King Power Stadium,h,"31,959",18,4,4,0,47.3,52.7,8,12,5,3,2,3,1,6,79.3,79.8,2,0,4,6,0,1,65,61.5,46.7,53.3,3,1,9,16,2,3,0,0,https://www.skysports.com/football/leicester-city-vs-newcastle-united/stats/446444,leicester-city-vs-newcastle-united,leicester-city,newcastle-united
12th December 2021,2:00 PM,Turf Moor,d,"18,065",23,0,14,0,40.1,59.9,9,16,1,3,5,8,3,5,64.2,74.3,0,0,6,14,1,1,47.4,60,45.3,54.7,3,1,13,11,2,1,0,0,https://www.skysports.com/football/burnley-vs-west-ham-united/stats/446441,burnley-vs-west-ham-united,burnley,west-ham-united
11th December 2021,5:30 PM,Carrow Road,a,"27,066",22,0,3,1,47.2,52.8,11,13,5,5,1,4,5,4,77.5,81.6,0,1,8,6,0,1,55.6,47.6,41.7,58.3,4,5,6,17,1,1,0,0,https://www.skysports.com/football/norwich-city-vs-manchester-united/stats/446447,norwich-city-vs-manchester-united,norwich-city,manchester-united
11th December 2021,3:00 PM,Anfield,h,"53,093",5,1,7,0,62.3,37.7,20,4,5,0,8,2,7,2,82,70.8,1,0,11,3,2,1,47.1,42.9,75,25,0,4,13,6,1,2,0,0,https://www.skysports.com/football/liverpool-vs-aston-villa/stats/446445,liverpool-vs-aston-villa,liverpool,aston-villa
11th December 2021,3:00 PM,Stamford Bridge,h,"39,959",12,3,19,2,57.8,42.2,16,12,6,5,5,1,5,6,83.9,73.4,2,1,5,2,1,4,72.2,47.8,66.7,33.3,3,3,9,15,2,5,0,0,https://www.skysports.com/football/chelsea-vs-leeds-united/stats/446442,chelsea-vs-leeds-united,chelsea,leeds-united
11th December 2021,3:00 PM,Emirates Stadium,h,"59,653",2,3,20,0,61.3,38.7,15,11,5,6,7,2,3,3,79.9,74.1,3,0,9,8,3,1,50,33.3,48.8,51.2,6,2,5,9,2,0,0,0,https://www.skysports.com/football/arsenal-vs-southampton/stats/446438,arsenal-vs-southampton,arsenal,southampton
11th December 2021,12:30 PM,Etihad Stadium,h,"52,613",1,1,13,0,71,29,24,2,10,1,8,1,6,0,91,74.5,2,0,14,1,1,0,72.7,64.3,50,50,1,8,12,5,3,2,0,1,https://www.skysports.com/football/manchester-city-vs-wolverhampton-wanderers/stats/446446,manchester-city-vs-wolverhampton-wanderers,manchester-city,wolverhampton-wanderers
10th December 2021,8:00 PM,Gtech Community Stadium,h,"16,861",9,2,21,1,63.4,36.6,14,6,5,2,4,3,5,1,74.2,58,1,1,8,2,1,0,60,52.9,41,59,1,3,12,18,4,0,0,0,https://www.skysports.com/football/brentford-vs-watford/stats/446439,brentford-vs-watford,brentford,watford
6th December 2021,8:00 PM,Goodison Park,h,"38,906",17,2,2,1,36.1,63.9,11,10,5,3,3,4,3,3,69.3,82.7,1,1,3,3,5,1,53.8,21.1,53.3,46.7,2,3,8,12,2,2,0,0,https://www.skysports.com/football/everton-vs-arsenal/stats/446429,everton-vs-arsenal,everton,arsenal
5th December 2021,4:30 PM,Villa Park,h,"41,572",7,2,18,1,41.1,58.9,13,12,4,5,4,5,5,2,75.5,80.9,4,1,3,6,1,0,61.9,43.8,41.7,58.3,3,2,8,25,1,1,0,0,https://www.skysports.com/football/aston-villa-vs-leicester-city/stats/446428,aston-villa-vs-leicester-city,aston-villa,leicester-city
5th December 2021,2:00 PM,Tottenham Hotspur Stadium,h,"57,088",8,3,22,0,40.8,59.2,17,10,7,1,8,6,2,3,85.8,88.3,0,1,6,4,2,4,70,66.7,50,50,1,4,11,4,1,2,0,0,https://www.skysports.com/football/tottenham-hotspur-vs-norwich-city/stats/446434,tottenham-hotspur-vs-norwich-city,tottenham-hotspur,norwich-city
5th December 2021,2:00 PM,Old Trafford,h,"73,172",3,1,11,0,61.3,38.7,16,8,3,2,7,3,6,3,82.3,71.3,0,2,9,6,3,0,45.8,65.2,44.7,55.3,2,2,16,9,2,2,0,0,https://www.skysports.com/football/manchester-united-vs-crystal-palace/stats/446431,manchester-united-vs-crystal-palace,manchester-united,crystal-palace
5th December 2021,2:00 PM,Elland Road,d,"35,639",19,2,9,2,63.1,36.9,13,9,6,3,4,2,3,4,79.8,68.2,2,2,5,1,7,0,61.1,38.9,48.6,51.4,1,4,11,9,5,3,0,0,https://www.skysports.com/football/leeds-united-vs-brentford/stats/446430,leeds-united-vs-brentford,leeds-united,brentford
4th December 2021,5:30 PM,Vicarage Road,a,"20,673",21,1,1,3,22.9,77.1,11,26,4,13,6,8,1,5,65.7,91.8,0,5,5,11,0,1,40,53.3,47.8,52.2,9,3,11,7,3,0,0,0,https://www.skysports.com/football/watford-vs-manchester-city/stats/446435,watford-vs-manchester-city,watford,manchester-city
4th December 2021,3:00 PM,Molineux,a,"30,729",13,0,5,1,32.9,67.1,3,17,1,5,2,8,0,4,70,84.9,0,1,2,8,7,1,47.6,53.3,26.7,73.3,3,1,4,7,2,2,0,0,https://www.skysports.com/football/wolverhampton-wanderers-vs-liverpool/stats/446437,wolverhampton-wanderers-vs-liverpool,wolverhampton-wanderers,liverpool
4th December 2021,3:00 PM,"St James' Park, Newcastle",h,"51,948",4,1,23,0,47.8,52.2,19,10,4,1,4,5,11,4,66.5,71.3,1,0,10,3,0,1,69.2,53.3,46.6,53.4,1,3,11,9,1,1,0,0,https://www.skysports.com/football/newcastle-united-vs-burnley/stats/446432,newcastle-united-vs-burnley,newcastle-united,burnley
4th December 2021,3:00 PM,St. Mary's Stadium,d,"28,706",20,1,6,1,44.4,55.6,14,14,4,4,6,4,4,6,65.3,69.5,2,2,6,2,0,0,75,52.4,52.8,47.2,3,3,15,12,4,2,0,0,https://www.skysports.com/football/southampton-vs-brighton-and-hove-albion/stats/446433,southampton-vs-brighton-and-hove-albion,southampton,brighton-and-hove-albion
4th December 2021,12:30 PM,London Stadium,h,"59,942",14,3,12,2,36.2,63.8,11,19,5,7,6,4,0,8,74.6,86.2,1,1,1,9,3,1,53.8,83.3,54.8,45.2,5,1,10,10,1,3,0,0,https://www.skysports.com/football/west-ham-united-vs-chelsea/stats/446436,west-ham-united-vs-chelsea,west-ham-united,chelsea
2nd December 2021,8:15 PM,Old Trafford,h,"73,123",3,3,2,2,44.5,55.5,14,17,10,8,3,5,1,4,82.1,83.7,2,1,3,8,0,1,72.2,60,57.9,42.1,5,7,9,10,1,0,0,0,https://www.skysports.com/football/manchester-united-vs-arsenal/stats/446421,manchester-united-vs-arsenal,manchester-united,arsenal
2nd December 2021,7:30 PM,Tottenham Hotspur Stadium,h,"54,202",8,2,9,0,47,53,11,6,6,2,3,3,2,1,76.1,79.8,3,0,11,5,0,0,75,50,56.8,43.2,2,5,13,11,0,0,0,0,https://www.skysports.com/football/tottenham-hotspur-vs-brentford/stats/446427,tottenham-hotspur-vs-brentford,tottenham-hotspur,brentford
1st December 2021,8:15 PM,Goodison Park,a,"39,641",17,1,5,4,31.3,68.7,8,16,2,7,2,5,4,4,62.5,81.6,1,5,3,11,3,1,66.7,73.3,40.5,59.5,3,1,8,16,4,3,0,0,https://www.skysports.com/football/everton-vs-liverpool/stats/446419,everton-vs-liverpool,everton,liverpool
1st December 2021,8:15 PM,Villa Park,a,"41,400",7,1,1,2,36,64,9,17,3,7,3,5,3,5,80.8,89.5,1,1,4,11,1,0,56,81.8,56,44,5,2,8,12,0,0,0,0,https://www.skysports.com/football/aston-villa-vs-manchester-city/stats/446418,aston-villa-vs-manchester-city,aston-villa,manchester-city
1st December 2021,7:30 PM,St. Mary's Stadium,d,"26,951",20,2,18,2,44.5,55.5,15,15,7,6,4,6,4,3,68.5,74.5,2,1,2,4,1,2,66.7,72.7,39.7,60.3,4,5,14,11,1,3,0,0,https://www.skysports.com/football/southampton-vs-leicester-city/stats/446426,southampton-vs-leicester-city,southampton,leicester-city
1st December 2021,7:30 PM,Molineux,d,"30,328",13,0,23,0,65.2,34.8,16,6,2,1,9,3,5,2,79.8,66,0,0,5,5,1,3,50,52.6,51.9,48.1,1,2,5,7,2,3,0,0,https://www.skysports.com/football/wolverhampton-wanderers-vs-burnley/stats/446424,wolverhampton-wanderers-vs-burnley,wolverhampton-wanderers,burnley
1st December 2021,7:30 PM,London Stadium,d,"59,626",14,1,6,1,34.3,65.7,14,9,6,3,6,4,2,2,72.7,85.6,2,2,9,5,1,0,53.8,63.2,40.7,59.3,2,4,10,8,1,1,0,0,https://www.skysports.com/football/west-ham-united-vs-brighton-and-hove-albion/stats/446423,west-ham-united-vs-brighton-and-hove-albion,west-ham-united,brighton-and-hove-albion
1st December 2021,7:30 PM,Vicarage Road,a,"20,388",21,1,12,2,49.8,50.2,14,8,6,4,4,3,4,1,69.2,72,1,1,6,0,3,5,60,50,46,54,2,6,18,16,4,3,0,0,https://www.skysports.com/football/watford-vs-chelsea/stats/446422,watford-vs-chelsea,watford,chelsea
30th November 2021,8:15 PM,Elland Road,h,"35,558",19,1,11,0,61.9,38.1,15,9,3,1,3,4,9,4,79.7,69.6,1,1,7,4,2,0,39.1,42.9,57.1,42.9,1,2,15,15,5,3,0,0,https://www.skysports.com/football/leeds-united-vs-crystal-palace/stats/446420,leeds-united-vs-crystal-palace,leeds-united,crystal-palace
30th November 2021,7:30 PM,"St James' Park, Newcastle",d,"50,757",4,1,22,1,31.4,68.6,9,16,1,6,6,5,2,5,69.1,87,0,1,2,5,0,3,75,58.8,31.8,68.2,5,0,8,11,0,0,1,0,https://www.skysports.com/football/newcastle-united-vs-norwich-city/stats/446425,newcastle-united-vs-norwich-city,newcastle-united,norwich-city
28th November 2021,4:30 PM,Stamford Bridge,d,"40,041",12,1,3,1,65.7,34.3,24,3,6,2,10,1,8,0,86.2,74.2,0,0,15,2,2,1,68.8,71.4,50,50,1,5,13,14,2,5,0,0,https://www.skysports.com/football/chelsea-vs-manchester-united/stats/446412,chelsea-vs-manchester-united,chelsea,manchester-united
28th November 2021,2:00 PM,Etihad Stadium,h,"53,245",1,2,14,1,68.5,31.5,19,5,9,3,6,1,4,1,90.4,78.8,2,0,8,4,4,4,53.3,81.3,45.8,54.2,2,6,7,6,2,0,0,0,https://www.skysports.com/football/manchester-city-vs-west-ham-united/stats/446416,manchester-city-vs-west-ham-united,manchester-city,west-ham-united
28th November 2021,2:00 PM,The King Power Stadium,h,"32,020",18,4,21,2,56.7,43.3,18,17,8,5,4,8,6,4,69.5,61.1,3,2,8,6,5,2,63.6,64.3,56.6,43.4,3,4,5,20,0,0,0,0,https://www.skysports.com/football/leicester-city-vs-watford/stats/446414,leicester-city-vs-watford,leicester-city,watford
28th November 2021,2:00 PM,Gtech Community Stadium,h,"16,957",9,1,17,0,39.7,60.3,6,14,4,5,2,4,0,5,68,83,0,1,3,3,0,3,57.9,73.7,32.4,67.6,5,3,8,11,4,3,0,0,https://www.skysports.com/football/brentford-vs-everton/stats/446409,brentford-vs-everton,brentford,everton
27th November 2021,5:30 PM,Amex Stadium,d,"31,166",6,0,19,0,56.5,43.5,20,11,4,4,14,5,2,2,78,70.2,2,1,6,1,2,1,72.7,50,54.8,45.2,4,4,12,14,1,3,0,0,https://www.skysports.com/football/brighton-and-hove-albion-vs-leeds-united/stats/446410,brighton-and-hove-albion-vs-leeds-united,brighton-and-hove-albion,leeds-united
27th November 2021,3:00 PM,Carrow Road,d,"26,911",22,0,13,0,43.1,56.9,14,5,4,2,7,3,3,0,84,85.7,2,0,4,3,1,0,73.9,33.3,42.1,57.9,2,4,11,10,2,2,0,0,https://www.skysports.com/football/norwich-city-vs-wolverhampton-wanderers/stats/446417,norwich-city-vs-wolverhampton-wanderers,norwich-city,wolverhampton-wanderers
27th November 2021,3:00 PM,Anfield,h,"53,040",5,4,20,0,64.5,35.5,20,7,6,3,9,1,5,3,80.3,68.3,3,1,5,7,2,2,76.9,37.5,41.2,58.8,3,2,7,14,0,1,0,0,https://www.skysports.com/football/liverpool-vs-southampton/stats/446415,liverpool-vs-southampton,liverpool,southampton
27th November 2021,3:00 PM,Selhurst Park,a,"25,203",11,1,7,2,63.3,36.7,8,10,3,3,4,5,1,2,86.8,79.4,1,0,7,3,1,0,75,75,52,48,1,2,12,10,3,3,0,0,https://www.skysports.com/football/crystal-palace-vs-aston-villa/stats/446413,crystal-palace-vs-aston-villa,crystal-palace,aston-villa
27th November 2021,12:30 PM,Emirates Stadium,h,"59,886",2,2,4,0,65.6,34.4,24,9,6,5,12,2,6,2,87.2,79.9,4,0,4,4,0,3,57.1,69.2,70.6,29.4,5,4,6,12,1,3,0,0,https://www.skysports.com/football/arsenal-vs-newcastle-united/stats/446408,arsenal-vs-newcastle-united,arsenal,newcastle-united
21st November 2021,4:30 PM,Tottenham Hotspur Stadium,h,"58,989",8,2,19,1,43.2,56.8,13,18,4,7,3,7,6,4,80.1,82.5,3,1,4,8,4,1,66.7,65,63.6,36.4,6,2,11,12,1,4,0,0,https://www.skysports.com/football/tottenham-hotspur-vs-leeds-united/stats/446405,tottenham-hotspur-vs-leeds-united,tottenham-hotspur,leeds-united
21st November 2021,2:00 PM,Etihad Stadium,h,"52,571",1,3,17,0,73.3,22.7,17,4,7,1,6,0,4,3,93.7,69.6,4,0,7,1,0,2,46.7,38.9,75,25,1,4,5,7,1,1,0,0,https://www.skysports.com/football/manchester-city-vs-everton/stats/446402,manchester-city-vs-everton,manchester-city,everton
20th November 2021,5:30 PM,Anfield,h,"53,092",5,4,2,0,62.5,37.5,19,5,9,3,3,0,7,2,88.4,81,4,0,6,1,2,8,57.1,33.3,50,50,3,5,15,12,2,0,0,0,https://www.skysports.com/football/liverpool-vs-arsenal/stats/446401,liverpool-vs-arsenal,liverpool,arsenal
20th November 2021,3:00 PM,Molineux,h,"30,667",13,1,14,0,52.4,47.6,15,8,5,3,7,3,3,2,85.3,86.3,2,0,7,3,0,1,76.5,58.3,50,50,3,4,6,9,1,1,0,0,https://www.skysports.com/football/wolverhampton-wanderers-vs-west-ham-united/stats/446407,wolverhampton-wanderers-vs-west-ham-united,wolverhampton-wanderers,west-ham-united
20th November 2021,3:00 PM,Vicarage Road,h,"21,087",21,4,3,1,38.7,61.3,20,9,7,3,6,5,7,1,66.9,79.9,2,3,9,3,1,4,59.1,61.5,42.9,57.1,2,3,7,5,2,1,0,1,https://www.skysports.com/football/watford-vs-manchester-united/stats/446406,watford-vs-manchester-united,watford,manchester-united
20th November 2021,3:00 PM,Carrow Road,h,"26,885",22,2,20,1,37,63,8,17,4,5,2,4,2,8,67.6,82.9,0,0,5,7,0,1,50,80,48.9,51.1,4,2,8,9,3,2,0,0,https://www.skysports.com/football/norwich-city-vs-southampton/stats/446404,norwich-city-vs-southampton,norwich-city,southampton
20th November 2021,3:00 PM,"St James' Park, Newcastle",d,"52,131",4,3,9,3,52.2,47.8,23,10,9,4,9,4,5,2,72.3,67.5,3,1,8,2,0,2,46.2,61.9,63.4,36.6,1,6,13,11,2,2,0,0,https://www.skysports.com/football/newcastle-united-vs-brentford/stats/446403,newcastle-united-vs-brentford,newcastle-united,brentford
20th November 2021,3:00 PM,Turf Moor,d,"18,221",23,3,11,3,39.5,60.5,15,18,9,8,4,6,2,4,68.5,80.3,1,2,3,6,1,0,73.3,33.3,66,34,5,6,14,15,2,3,0,0,https://sport.sky.de/fussball/burnley-vs-crystal-palace/daten/446399,#N/A,#N/A,#N/A
20th November 2021,3:00 PM,Villa Park,h,"41,925",7,2,6,0,37,63,9,6,5,2,1,0,3,4,82.4,89.3,1,1,5,7,1,0,62.5,68.8,36,64,2,3,7,13,3,3,0,0,https://www.skysports.com/football/aston-villa-vs-brighton-and-hove-albion/stats/446398,aston-villa-vs-brighton-and-hove-albion,aston-villa,brighton-and-hove-albion
20th November 2021,12:30 PM,The King Power Stadium,a,"32,192",18,0,12,3,38.3,61.7,4,16,3,7,1,7,0,2,73.3,85,1,5,3,5,3,4,45,86.7,38.1,61.9,4,3,15,8,3,1,0,0,https://www.skysports.com/football/leicester-city-vs-chelsea/stats/446400,leicester-city-vs-chelsea,leicester-city,chelsea
7th November 2021,4:30 PM,London Stadium,h,"59,909",14,3,5,2,30.9,69.1,7,16,3,5,2,5,2,6,70.6,86.4,2,2,3,2,2,0,37.5,66.7,47.2,52.8,3,1,11,6,1,1,0,0,https://www.skysports.com/football/west-ham-united-vs-liverpool/stats/446397,west-ham-united-vs-liverpool,west-ham-united,liverpool
7th November 2021,2:00 PM,Elland Road,d,"36,478",19,1,18,1,55.8,44.2,18,9,5,3,9,6,4,0,77.5,71.1,3,0,10,5,1,2,75,54.5,31.8,68.2,2,4,12,5,1,1,0,0,https://www.skysports.com/football/leeds-united-vs-leicester-city/stats/446394,leeds-united-vs-leicester-city,leeds-united,leicester-city
7th November 2021,2:00 PM,Goodison Park,d,"39,059",17,0,8,0,44.8,55.2,12,8,2,0,4,4,6,4,80.8,84.8,0,1,4,2,1,2,59.1,62.5,20.8,79.2,0,2,13,17,2,4,1,0,https://www.skysports.com/football/everton-vs-tottenham-hotspur/stats/446393,everton-vs-tottenham-hotspur,everton,tottenham-hotspur
7th November 2021,2:00 PM,Emirates Stadium,h,"59,833",2,1,21,0,60.7,39.3,14,7,6,1,5,2,3,4,83.8,72.2,0,1,4,2,3,3,54.5,66.7,66.7,33.3,1,5,6,19,4,2,0,1,https://www.skysports.com/football/arsenal-vs-watford/stats/446388,arsenal-vs-watford,arsenal,watford
6th November 2021,5:30 PM,Amex Stadium,d,"31,267",6,1,4,1,65.7,34.3,14,6,5,1,6,4,3,1,90.4,79.4,0,0,2,5,1,1,80,65.2,55,45,1,4,16,10,3,4,1,0,https://www.skysports.com/football/brighton-and-hove-albion-vs-newcastle-united/stats/446390,brighton-and-hove-albion-vs-newcastle-united,brighton-and-hove-albion,newcastle-united
6th November 2021,3:00 PM,Stamford Bridge,d,"39,798",12,1,23,1,69.9,30.1,25,5,4,2,10,2,11,1,86.4,69.1,5,1,14,2,1,4,62.5,52.9,60.5,39.5,1,4,6,9,1,4,0,0,https://www.skysports.com/football/chelsea-vs-burnley/stats/446391,chelsea-vs-burnley,chelsea,burnley
6th November 2021,3:00 PM,Gtech Community Stadium,a,"16,837",9,1,22,2,64.5,35.5,19,9,7,5,5,3,7,1,77.8,67.4,3,0,6,2,2,3,73.7,43.8,60.3,39.7,4,6,12,13,2,3,0,0,https://www.skysports.com/football/brentford-vs-norwich-city/stats/446389,brentford-vs-norwich-city,brentford,norwich-city
6th November 2021,3:00 PM,Selhurst Park,h,"24,390",11,2,13,0,59.7,40.3,13,4,6,2,5,2,2,0,83.9,74.4,3,0,4,6,1,1,50,62.5,59.3,40.7,2,4,14,13,2,1,0,0,https://www.skysports.com/football/crystal-palace-vs-wolverhampton-wanderers/stats/446392,crystal-palace-vs-wolverhampton-wanderers,crystal-palace,wolverhampton-wanderers
6th November 2021,12:30 PM,Old Trafford,a,"73,086",3,0,1,2,32.6,67.4,5,16,1,5,3,7,1,4,81.5,91.6,0,1,1,9,4,1,61.1,50,47.4,52.6,5,1,9,12,1,2,0,0,https://www.skysports.com/football/manchester-united-vs-manchester-city/stats/446395,manchester-united-vs-manchester-city,manchester-united,manchester-city
5th November 2021,8:00 PM,St. Mary's Stadium,h,"30,178",20,1,7,0,56.4,43.6,9,14,3,3,4,7,2,4,80.5,71.6,0,0,10,8,0,2,78.6,45.5,45.5,54.5,3,2,12,12,2,2,0,0,https://www.skysports.com/football/southampton-vs-aston-villa/stats/446396,southampton-vs-aston-villa,southampton,aston-villa
1st November 2021,8:00 PM,Molineux,h,"30,617",13,2,17,1,62,38,10,14,4,5,3,5,3,4,84.8,75.1,1,1,4,3,1,2,60,57.7,55.8,44.2,4,2,10,8,1,1,0,0,https://www.skysports.com/football/wolverhampton-wanderers-vs-everton/stats/446387,wolverhampton-wanderers-vs-everton,wolverhampton-wanderers,everton
31st October 2021,4:30 PM,Villa Park,a,"41,874",7,1,14,4,42.4,57.6,9,21,3,8,5,5,1,8,73.3,83.2,1,2,3,6,2,0,50,50,61,39,4,2,7,13,1,2,1,0,https://www.skysports.com/football/aston-villa-vs-west-ham-united/stats/446378,aston-villa-vs-west-ham-united,aston-villa,west-ham-united
31st October 2021,2:00 PM,Carrow Road,a,"26,913",22,1,19,2,47.9,52.1,14,13,3,6,6,2,5,5,67.7,73,0,1,5,0,0,0,47.1,47.6,46.5,53.5,3,2,14,23,1,4,0,0,https://www.skysports.com/football/norwich-city-vs-leeds-united/stats/446384,norwich-city-vs-leeds-united,norwich-city,leeds-united
30th October 2021,5:30 PM,Tottenham Hotspur Stadium,a,"60,356",8,0,3,3,58.2,41.8,9,10,0,4,6,2,3,4,85.3,80.5,2,2,10,2,4,1,52.6,70.6,56.7,43.3,1,0,12,14,2,3,0,0,https://www.skysports.com/football/tottenham-hotspur-vs-manchester-united/stats/446385,tottenham-hotspur-vs-manchester-united,tottenham-hotspur,manchester-united
30th October 2021,3:00 PM,Vicarage Road,a,"20,869",21,0,20,1,38.7,61.3,10,12,4,1,6,6,0,5,66.7,75.5,1,2,5,8,2,0,46.7,66.7,37.5,62.5,0,3,16,6,2,2,0,0,https://www.skysports.com/football/watford-vs-southampton/stats/446386,watford-vs-southampton,watford,southampton
30th October 2021,3:00 PM,"St James' Park, Newcastle",a,"52,208",4,0,12,3,20.8,79.2,6,19,1,6,2,6,3,7,62.1,90.3,0,2,0,2,1,4,40,33.3,53.3,44.7,3,1,14,12,3,2,0,0,https://www.skysports.com/football/newcastle-united-vs-chelsea/stats/446383,newcastle-united-vs-chelsea,newcastle-united,chelsea
30th October 2021,3:00 PM,Etihad Stadium,a,"53,014",1,0,11,2,67.6,32.4,14,8,3,3,4,4,7,1,85.9,72.4,0,1,7,1,2,5,62.5,61.9,48.1,51.9,1,3,11,11,2,3,1,0,https://www.skysports.com/football/manchester-city-vs-crystal-palace/stats/446382,manchester-city-vs-crystal-palace,manchester-city,crystal-palace
30th October 2021,3:00 PM,Anfield,d,"53,197",5,2,6,2,58.4,41.6,14,9,3,6,5,2,6,1,86.1,77.8,2,2,5,3,1,5,50,50,50,50,4,1,8,5,2,2,0,0,https://www.skysports.com/football/liverpool-vs-brighton-and-hove-albion/stats/446381,liverpool-vs-brighton-and-hove-albion,liverpool,brighton-and-hove-albion
30th October 2021,3:00 PM,Turf Moor,h,"18,821",23,3,9,1,40.6,59.4,15,12,6,5,9,3,0,4,68.8,76.4,4,0,4,2,3,4,62.5,83.3,54.1,45.9,3,2,7,10,1,1,0,0,https://www.skysports.com/football/burnley-vs-brentford/stats/446379,burnley-vs-brentford,burnley,brentford
30th October 2021,12:30 PM,The King Power Stadium,a,"32,209",18,0,2,2,64.3,35.7,16,9,8,5,5,1,3,3,87.1,76.6,3,1,7,6,2,1,54.5,42.9,60,40,4,8,8,11,2,0,0,0,https://www.skysports.com/football/leicester-city-vs-arsenal/stats/446380,leicester-city-vs-arsenal,leicester-city,arsenal
24th October 2021,4:30 PM,Old Trafford,a,"73,088",3,0,5,5,36.8,63.2,12,19,4,8,6,5,2,6,81.7,89.1,2,5,6,3,7,0,60,63.6,60.9,39.1,3,3,10,8,6,0,1,0,https://www.skysports.com/football/manchester-united-vs-liverpool/stats/446375,manchester-united-vs-liverpool,manchester-united,liverpool
24th October 2021,2:00 PM,London Stadium,h,"59,924",14,1,8,0,37.7,62.3,13,7,4,4,5,2,4,1,79.4,85.2,2,1,2,4,1,0,56.5,53.3,42.3,57.7,4,3,11,4,2,1,0,0,https://www.skysports.com/football/west-ham-united-vs-tottenham-hotspur/stats/446377,west-ham-united-vs-tottenham-hotspur,west-ham-united,tottenham-hotspur
24th October 2021,2:00 PM,Gtech Community Stadium,a,"16,814",9,1,18,2,54.4,45.6,15,10,5,6,6,3,4,1,76.4,73.9,1,1,9,2,3,1,60,50,50,50,4,4,13,7,1,1,0,0,https://www.skysports.com/football/brentford-vs-leicester-city/stats/446369,brentford-vs-leicester-city,brentford,leicester-city
